Plate,Vehicle_Type,Confidence,Time,Image_Path,Status,Track_ID
AHF 5300,Mercedes,70,2026-05-25 16:46:30,snapshots\phone_AHF_5300_1_20260525_164630_256349.jpg,NORMAL,0
